Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	6	1.9169329073482428	0.023699052514093658	ENSG00000137809, ENSG00000150093, ENSG00000132470, ENSG00000259207, ENSG00000159840, ENSG00000005884	277	99	16792	3.673996280494475	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0002042~cell migration involved in sprouting angiogenesis	3	0.9584664536741214	0.02454663136356618	ENSG00000150093, ENSG00000125266, ENSG00000099250	277	15	16792	12.124187725631769	1.0	1.0	1.0
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	8	2.5559105431309903	0.025282798154141157	ENSG00000181104, ENSG00000146648, ENSG00000006283, ENSG00000160014, ENSG00000196557, ENSG00000074370, ENSG00000137841, ENSG00000105464	112	179	6879	2.7450119712689545	0.9924869126121586	0.23840362689732783	0.23095351355678637
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	7	2.2364217252396164	0.025750958604730038	ENSG00000174705, ENSG00000068078, ENSG00000166147, ENSG00000132031, ENSG00000106031, ENSG00000116985, ENSG00000101265	277	137	16792	3.0974202218767295	1.0	1.0	1.0
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	5	1.5974440894568689	0.026075396691895233	ENSG00000186350, ENSG00000111725, ENSG00000100889, ENSG00000169047, ENSG00000106617	112	70	6879	4.387117346938776	0.9935680983956695	0.23840362689732783	0.23095351355678637
GOTERM_BP_DIRECT	GO:0001938~positive regulation of endothelial cell proliferation	5	1.5974440894568689	0.026835397273281627	ENSG00000096717, ENSG00000117525, ENSG00000259207, ENSG00000099250, ENSG00000118257	277	69	16792	4.392821639721656	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0030175~filopodium	5	1.5974440894568689	0.026855417118616626	ENSG00000139132, ENSG00000158528, ENSG00000159251, ENSG00000150093, ENSG00000128567	292	71	18224	4.395137950993633	0.9994392405570521	0.4356246865652927	0.422951968410666
GOTERM_MF_DIRECT	GO:0005515~protein binding	162	51.75718849840255	0.027459912957885947	ENSG00000181104, ENSG00000139926, ENSG00000049323, ENSG00000113658, ENSG00000104824, ENSG00000136378, ENSG00000138311, ENSG00000157510, ENSG00000135842, ENSG00000120913, ENSG00000183010, ENSG00000138030, ENSG00000088930, ENSG00000160014, ENSG00000187735, ENSG00000168899, ENSG00000120594, ENSG00000162434, ENSG00000154114, ENSG00000173210, ENSG00000196155, ENSG00000099810, ENSG00000114698, ENSG00000164181, ENSG00000168140, ENSG00000176720, ENSG00000154359, ENSG00000099250, ENSG00000167291, ENSG00000067208, ENSG00000157500, ENSG00000065308, ENSG00000186350, ENSG00000051382, ENSG00000182551, ENSG00000101265, ENSG00000104131, ENSG00000105464, ENSG00000164985, ENSG00000198363, ENSG00000211584, ENSG00000105810, ENSG00000076641, ENSG00000132031, ENSG00000177706, ENSG00000205189, ENSG00000148180, ENSG00000167861, ENSG00000174705, ENSG00000137440, ENSG00000225950, ENSG00000035862, ENSG00000100889, ENSG00000165449, ENSG00000259207, ENSG00000172380, ENSG00000179456, ENSG00000245848, ENSG00000016391, ENSG00000068078, ENSG00000172780, ENSG00000150093, ENSG00000135838, ENSG00000167074, ENSG00000132561, ENSG00000172667, ENSG00000269113, ENSG00000197702, ENSG00000153885, ENSG00000166025, ENSG00000085117, ENSG00000171206, ENSG00000166147, ENSG00000144935, ENSG00000169410, ENSG00000183421, ENSG00000083290, ENSG00000185567, ENSG00000100234, ENSG00000158528, ENSG00000107338, ENSG00000160207, ENSG00000134954, ENSG00000155893, ENSG00000137309, ENSG00000115758, ENSG00000115756, ENSG00000071051, ENSG00000162909, ENSG00000171219, ENSG00000116285, ENSG00000082512, ENSG00000164251, ENSG00000135480, ENSG00000100422, ENSG00000135919, ENSG00000134709, ENSG00000204060, ENSG00000155366, ENSG00000196352, ENSG00000105426, ENSG00000074211, ENSG00000164938, ENSG00000175832, ENSG00000114019, ENSG00000117525, ENSG00000159840, ENSG00000166289, ENSG00000171867, ENSG00000040933, ENSG00000174738, ENSG00000100139, ENSG00000143382, ENSG00000128965, ENSG00000128567, ENSG00000070404, ENSG00000124762, ENSG00000152484, ENSG00000198286, ENSG00000214530, ENSG00000105974, ENSG00000110888, ENSG00000166170, ENSG00000198324, ENSG00000132470, ENSG00000204175, ENSG00000171488, ENSG00000177469, ENSG00000005884, ENSG00000116983, ENSG00000175602, ENSG00000196814, ENSG00000144228, ENSG00000146648, ENSG00000120896, ENSG00000085449, ENSG00000169047, ENSG00000160233, ENSG00000057019, ENSG00000125266, ENSG00000068383, ENSG00000121068, ENSG00000111725, ENSG00000137819, ENSG00000135636, ENSG00000047597, ENSG00000137936, ENSG00000178209, ENSG00000170442, ENSG00000172985, ENSG00000170955, ENSG00000169213, ENSG00000182253, ENSG00000096717, ENSG00000140416, ENSG00000124225, ENSG00000108395, ENSG00000163235, ENSG00000146477, ENSG00000169857, ENSG00000102452, ENSG00000142279	279	8785	16881	1.1157508215983991	0.9999971050552984	1.0	1.0
GOTERM_MF_DIRECT	GO:0001618~virus receptor activity	5	1.5974440894568689	0.02828086752462744	ENSG00000196352, ENSG00000150093, ENSG00000166825, ENSG00000259207, ENSG00000125266	279	70	16881	4.321812596006144	0.9999980336300572	1.0	1.0
GOTERM_BP_DIRECT	GO:0007050~cell cycle arrest	7	2.2364217252396164	0.029108464778383622	ENSG00000171867, ENSG00000111725, ENSG00000105810, ENSG00000164938, ENSG00000106617, ENSG00000124762, ENSG00000106992	277	141	16792	3.009550144660368	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0001764~neuron migration	6	1.9169329073482428	0.029590820963002043	ENSG00000171450, ENSG00000165606, ENSG00000132561, ENSG00000099250, ENSG00000005884, ENSG00000185900	277	105	16792	3.464053635894791	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	10	3.1948881789137378	0.029671031999815675	ENSG00000198915, ENSG00000146648, ENSG00000068078, ENSG00000105974, ENSG00000169047, ENSG00000160014, ENSG00000157168, ENSG00000144730, ENSG00000162434, ENSG00000105464	277	262	16792	2.3137762835175133	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005178~integrin binding	6	1.9169329073482428	0.02980609040842448	ENSG00000146648, ENSG00000035862, ENSG00000166147, ENSG00000150093, ENSG00000157168, ENSG00000005884	279	105	16881	3.457450076804916	0.9999990423360141	1.0	1.0
GOTERM_CC_DIRECT	GO:0030864~cortical actin cytoskeleton	4	1.2779552715654952	0.031096146875099484	ENSG00000158528, ENSG00000120913, ENSG00000162909, ENSG00000148180	292	43	18224	5.805670595731124	0.999831271740447	0.4356246865652927	0.422951968410666
GOTERM_BP_DIRECT	GO:0031589~cell-substrate adhesion	3	0.9584664536741214	0.03111817420751286	ENSG00000120896, ENSG00000150093, ENSG00000259207	277	17	16792	10.697812699086853	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005769~early endosome	9	2.8753993610223643	0.031141317571693573	ENSG00000196814, ENSG00000181104, ENSG00000135636, ENSG00000085449, ENSG00000164251, ENSG00000100139, ENSG00000198324, ENSG00000099250, ENSG00000167291	292	229	18224	2.4528324460130406	0.9998334211822854	0.4356246865652927	0.422951968410666
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	9	2.8753993610223643	0.031470352472972175	ENSG00000128165, ENSG00000107338, ENSG00000105974, ENSG00000166825, ENSG00000096717, ENSG00000182871, ENSG00000099250, ENSG00000163235, ENSG00000118257	277	223	16792	2.446584967055738	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008307~structural constituent of muscle	4	1.2779552715654952	0.031638928467291216	ENSG00000198363, ENSG00000182253, ENSG00000178209, ENSG00000140416	279	42	16881	5.762416794674858	0.9999995971961392	1.0	1.0
GOTERM_CC_DIRECT	GO:0034667~integrin alpha3-beta1 complex	2	0.6389776357827476	0.03168179538656674	ENSG00000150093, ENSG00000005884	292	2	18224	62.410958904109584	0.9998571182990301	0.4356246865652927	0.422951968410666
GOTERM_CC_DIRECT	GO:0034681~integrin alpha11-beta1 complex	2	0.6389776357827476	0.03168179538656674	ENSG00000137809, ENSG00000150093	292	2	18224	62.410958904109584	0.9998571182990301	0.4356246865652927	0.422951968410666
GOTERM_BP_DIRECT	GO:0021649~vestibulocochlear nerve structural organization	2	0.6389776357827476	0.03260360417374552	ENSG00000099250, ENSG00000118257	277	2	16792	60.62093862815885	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1904835~dorsal root ganglion morphogenesis	2	0.6389776357827476	0.03260360417374552	ENSG00000099250, ENSG00000118257	277	2	16792	60.62093862815885	1.0	1.0	1.0
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	7	2.2364217252396164	0.03391788442393502	ENSG00000111725, ENSG00000146648, ENSG00000184185, ENSG00000160014, ENSG00000106617, ENSG00000124762, ENSG00000137841	112	150	6879	2.8662500000000004	0.9986269634589438	0.2960106276997965	0.2867602955841779
GOTERM_BP_DIRECT	GO:0046597~negative regulation of viral entry into host cell	3	0.9584664536741214	0.034634807089050076	ENSG00000171206, ENSG00000080561, ENSG00000148180	277	18	16792	10.103489771359808	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	6	1.9169329073482428	0.035400098930331955	ENSG00000120896, ENSG00000139926, ENSG00000176014, ENSG00000182253, ENSG00000140416, ENSG00000172159	279	110	16881	3.3002932551319653	0.9999999322321708	1.0	1.0
GOTERM_CC_DIRECT	GO:0043034~costamere	3	0.9584664536741214	0.03633891470150168	ENSG00000182253, ENSG00000178209, ENSG00000185567	292	19	18224	9.854361932227828	0.9999620520395994	0.4589168112101887	0.4455665039749832
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	5	1.5974440894568689	0.03647601284378579	ENSG00000174705, ENSG00000035862, ENSG00000166147, ENSG00000162909, ENSG00000148180	277	76	16792	3.9882196465893975	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030324~lung development	5	1.5974440894568689	0.03647601284378579	ENSG00000103196, ENSG00000245848, ENSG00000146648, ENSG00000070404, ENSG00000005884	277	76	16792	3.9882196465893975	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	12	3.8338658146964857	0.036713344896815096	ENSG00000266714, ENSG00000154114, ENSG00000120896, ENSG00000139926, ENSG00000006607, ENSG00000178209, ENSG00000140416, ENSG00000261150, ENSG00000152229, ENSG00000197702, ENSG00000172159, ENSG00000162434	292	371	18224	2.018683306871469	0.9999658984159844	0.4589168112101887	0.4455665039749832
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	14	4.472843450479233	0.03893097749138946	ENSG00000111725, ENSG00000128165, ENSG00000105810, ENSG00000113658, ENSG00000106617, ENSG00000177706, ENSG00000133597, ENSG00000081320, ENSG00000171219, ENSG00000181409, ENSG00000183421, ENSG00000101265, ENSG00000162434, ENSG00000185900	277	456	16792	1.8611691684083855	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0044325~ion channel binding	6	1.9169329073482428	0.039047504122417226	ENSG00000171867, ENSG00000158528, ENSG00000198363, ENSG00000105974, ENSG00000144935, ENSG00000160014	279	113	16881	3.212674850128461	0.9999999880469441	1.0	1.0
GOTERM_BP_DIRECT	GO:0014066~regulation of phosphatidylinositol 3-kinase signaling	5	1.5974440894568689	0.0395520458925909	ENSG00000146648, ENSG00000068078, ENSG00000051382, ENSG00000169047, ENSG00000157168	277	78	16792	3.885957604369157	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0010595~positive regulation of endothelial cell migration	4	1.2779552715654952	0.0397012439893508	ENSG00000134954, ENSG00000259207, ENSG00000099250, ENSG00000118257	277	46	16792	5.271385967665987	1.0	1.0	1.0
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	10	3.1948881789137378	0.04089171435284243	ENSG00000158715, ENSG00000146648, ENSG00000068078, ENSG00000105810, ENSG00000169047, ENSG00000096717, ENSG00000140416, ENSG00000100234, ENSG00000259207, ENSG00000124762	112	286	6879	2.14753996003996	0.9996558721811131	0.33915182566821567	0.3285533311160839
GOTERM_MF_DIRECT	GO:0003779~actin binding	10	3.1948881789137378	0.0412455848041051	ENSG00000139132, ENSG00000173210, ENSG00000150093, ENSG00000133816, ENSG00000178209, ENSG00000140416, ENSG00000134709, ENSG00000152229, ENSG00000148180, ENSG00000197702	279	278	16881	2.176452386477914	0.9999999958122703	1.0	1.0
GOTERM_BP_DIRECT	GO:0043647~inositol phosphate metabolic process	4	1.2779552715654952	0.04190934935426905	ENSG00000040933, ENSG00000160014, ENSG00000068383, ENSG00000137841	277	47	16792	5.159228819417774	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045860~positive regulation of protein kinase activity	4	1.2779552715654952	0.04190934935426905	ENSG00000158528, ENSG00000106617, ENSG00000101265, ENSG00000124762	277	47	16792	5.159228819417774	1.0	1.0	1.0
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	8	2.5559105431309903	0.04239397820852696	ENSG00000146648, ENSG00000105974, ENSG00000051382, ENSG00000150093, ENSG00000063660, ENSG00000100234, ENSG00000259207, ENSG00000124762	112	200	6879	2.456785714285714	0.9997449109200037	0.33915182566821567	0.3285533311160839
GOTERM_BP_DIRECT	GO:0046718~viral entry into host cell	5	1.5974440894568689	0.04277168011028395	ENSG00000196352, ENSG00000150093, ENSG00000166825, ENSG00000259207, ENSG00000125266	277	80	16792	3.7888086642599275	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008092~cytoskeletal protein binding	4	1.2779552715654952	0.044390835715063644	ENSG00000006607, ENSG00000140416, ENSG00000162909, ENSG00000172159	279	48	16881	5.042114695340501	0.9999999990702201	1.0	1.0
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	10	3.1948881789137378	0.04462735282134929	ENSG00000166025, ENSG00000112759, ENSG00000146648, ENSG00000105974, ENSG00000196352, ENSG00000169894, ENSG00000033867, ENSG00000114019, ENSG00000157168, ENSG00000128567	292	291	18224	2.1447064915501577	0.999996472062866	0.5335879141683068	0.5180653566652287
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	14	4.472843450479233	0.045151537299104434	ENSG00000181104, ENSG00000134954, ENSG00000068078, ENSG00000150093, ENSG00000115758, ENSG00000157168, ENSG00000137440, ENSG00000146648, ENSG00000169047, ENSG00000096717, ENSG00000182871, ENSG00000125266, ENSG00000163235, ENSG00000121068	277	466	16792	1.821229915867433	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006139~nucleobase-containing compound metabolic process	4	1.2779552715654952	0.04650667674137067	ENSG00000112759, ENSG00000099810, ENSG00000166548, ENSG00000106992	277	49	16792	4.948648051278274	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0036092~phosphatidylinositol-3-phosphate biosynthetic process	4	1.2779552715654952	0.04650667674137067	ENSG00000040933, ENSG00000068078, ENSG00000051382, ENSG00000169047	277	49	16792	4.948648051278274	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0070588~calcium ion transmembrane transport	6	1.9169329073482428	0.04668443214799326	ENSG00000198363, ENSG00000144935, ENSG00000006283, ENSG00000196557, ENSG00000074370, ENSG00000102452	277	119	16792	3.0565179140248153	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0042383~sarcolemma	5	1.5974440894568689	0.04719680154958404	ENSG00000135636, ENSG00000150093, ENSG00000182253, ENSG00000178209, ENSG00000185567	292	85	18224	3.671232876712329	0.9999983177840469	0.5407966844223172	0.5250644172391224
GOTERM_BP_DIRECT	GO:0021828~gonadotrophin-releasing hormone neuronal migration to the hypothalamus	2	0.6389776357827476	0.04850601068080329	ENSG00000099250, ENSG00000118257	277	3	16792	40.41395908543923	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0035583~sequestering of TGFbeta in extracellular matrix	2	0.6389776357827476	0.04850601068080329	ENSG00000166147, ENSG00000049323	277	3	16792	40.41395908543923	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0097374~sensory neuron axon guidance	2	0.6389776357827476	0.04850601068080329	ENSG00000099250, ENSG00000118257	277	3	16792	40.41395908543923	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0015770~sucrose transport	2	0.6389776357827476	0.04850601068080329	ENSG00000158715, ENSG00000022567	277	3	16792	40.41395908543923	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1903375~facioacoustic ganglion development	2	0.6389776357827476	0.04850601068080329	ENSG00000099250, ENSG00000118257	277	3	16792	40.41395908543923	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008332~low voltage-gated calcium channel activity	2	0.6389776357827476	0.048598346982855305	ENSG00000006283, ENSG00000196557	279	3	16881	40.33691756272401	0.999999999876784	1.0	1.0
GOTERM_MF_DIRECT	GO:0008506~sucrose:proton symporter activity	2	0.6389776357827476	0.048598346982855305	ENSG00000158715, ENSG00000022567	279	3	16881	40.33691756272401	0.999999999876784	1.0	1.0
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	6	1.9169329073482428	0.049519355420254825	ENSG00000110888, ENSG00000096717, ENSG00000135919, ENSG00000057019, ENSG00000124762, ENSG00000175602	277	121	16792	3.005996956768207	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0034113~heterotypic cell-cell adhesion	3	0.9584664536741214	0.05010532226964408	ENSG00000150093, ENSG00000259207, ENSG00000197702	277	22	16792	8.26649163111257	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060999~positive regulation of dendritic spine development	3	0.9584664536741214	0.05010532226964408	ENSG00000158528, ENSG00000204060, ENSG00000157168	277	22	16792	8.26649163111257	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	7	2.2364217252396164	0.05015763355834963	ENSG00000171206, ENSG00000080561, ENSG00000181104, ENSG00000198286, ENSG00000155366, ENSG00000082512, ENSG00000164251	277	161	16792	2.635692983832993	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	7	2.2364217252396164	0.05015763355834963	ENSG00000139132, ENSG00000173210, ENSG00000176014, ENSG00000133816, ENSG00000140416, ENSG00000152229, ENSG00000142279	277	161	16792	2.635692983832993	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033137~negative regulation of peptidyl-serine phosphorylation	3	0.9584664536741214	0.05429647048767786	ENSG00000105974, ENSG00000071051, ENSG00000101265	277	23	16792	7.907078951498979	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0001725~stress fiber	4	1.2779552715654952	0.055079307925201194	ENSG00000173210, ENSG00000120913, ENSG00000140416, ENSG00000159840	292	54	18224	4.623033992897006	0.9999998287132277	0.5890405941481979	0.5719048677729777
GOTERM_CC_DIRECT	GO:0002102~podosome	3	0.9584664536741214	0.05569111071946598	ENSG00000174705, ENSG00000157510, ENSG00000148180	292	24	18224	7.801369863013698	0.9999998566586679	0.5890405941481979	0.5719048677729777
GOTERM_MF_DIRECT	GO:0043236~laminin binding	3	0.9584664536741214	0.06324562083967492	ENSG00000150093, ENSG00000063660, ENSG00000005884	279	25	16881	7.260645161290324	0.999999999999899	1.0	1.0
KEGG_PATHWAY	hsa05160:Hepatitis C	6	1.9169329073482428	0.06336868907632529	ENSG00000186350, ENSG00000146648, ENSG00000051382, ENSG00000074211, ENSG00000124762, ENSG00000162434	112	133	6879	2.7708109559613314	0.999996287928586	0.4866715321061782	0.47146304672786016
GOTERM_BP_DIRECT	GO:0090400~stress-induced premature senescence	2	0.6389776357827476	0.06414793938472746	ENSG00000096717, ENSG00000124762	277	4	16792	30.310469314079423	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033158~regulation of protein import into nucleus, translocation	2	0.6389776357827476	0.06414793938472746	ENSG00000096717, ENSG00000124762	277	4	16792	30.310469314079423	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007173~epidermal growth factor receptor signaling pathway	4	1.2779552715654952	0.06444003058343369	ENSG00000146648, ENSG00000076641, ENSG00000071051, ENSG00000163235	277	56	16792	4.330067044868489	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005070~SH3/SH2 adaptor activity	4	1.2779552715654952	0.06473880042087159	ENSG00000107338, ENSG00000137936, ENSG00000076641, ENSG00000071051	279	56	16881	4.321812596006144	0.9999999999999514	1.0	1.0
GOTERM_BP_DIRECT	GO:0050999~regulation of nitric-oxide synthase activity	3	0.9584664536741214	0.06756348087116665	ENSG00000146648, ENSG00000105974, ENSG00000160014	277	26	16792	6.994723687864481	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045930~negative regulation of mitotic cell cycle	3	0.9584664536741214	0.06756348087116665	ENSG00000146648, ENSG00000035862, ENSG00000112406	277	26	16792	6.994723687864481	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0004872~receptor activity	8	2.5559105431309903	0.06821801917288792	ENSG00000175591, ENSG00000150093, ENSG00000169992, ENSG00000164251, ENSG00000166825, ENSG00000132470, ENSG00000259207, ENSG00000118257	279	217	16881	2.230612952777365	0.9999999999999911	1.0	1.0
GOTERM_BP_DIRECT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	6	1.9169329073482428	0.06861548035541921	ENSG00000171206, ENSG00000080561, ENSG00000198286, ENSG00000082512, ENSG00000183421, ENSG00000108395	277	133	16792	2.7347791862327293	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0046854~phosphatidylinositol phosphorylation	5	1.5974440894568689	0.06929741495634781	ENSG00000146648, ENSG00000068078, ENSG00000051382, ENSG00000169047, ENSG00000157168	277	94	16792	3.224518012136109	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0051592~response to calcium ion	4	1.2779552715654952	0.07006897951612481	ENSG00000146648, ENSG00000105974, ENSG00000144935, ENSG00000160014	277	58	16792	4.180754388148886	1.0	1.0	1.0
KEGG_PATHWAY	hsa04910:Insulin signaling pathway	6	1.9169329073482428	0.07183879019533133	ENSG00000111725, ENSG00000051382, ENSG00000100889, ENSG00000169047, ENSG00000160014, ENSG00000106617	112	138	6879	2.670419254658385	0.9999993452551177	0.5026692106257927	0.4869607977937368
GOTERM_BP_DIRECT	GO:0014065~phosphatidylinositol 3-kinase signaling	3	0.9584664536741214	0.07220074385432411	ENSG00000051382, ENSG00000169047, ENSG00000166924	277	27	16792	6.7356598475732055	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0031032~actomyosin structure organization	3	0.9584664536741214	0.07220074385432411	ENSG00000139926, ENSG00000159251, ENSG00000172159	277	27	16792	6.7356598475732055	1.0	1.0	1.0
KEGG_PATHWAY	hsa04070:Phosphatidylinositol signaling system	5	1.5974440894568689	0.07330592654959478	ENSG00000040933, ENSG00000051382, ENSG00000160014, ENSG00000068383, ENSG00000137841	112	98	6879	3.133655247813411	0.9999995159952304	0.5026692106257927	0.4869607977937368
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	5	1.5974440894568689	0.07330592654959478	ENSG00000175591, ENSG00000051382, ENSG00000164251, ENSG00000160014, ENSG00000137841	112	98	6879	3.133655247813411	0.9999995159952304	0.5026692106257927	0.4869607977937368
GOTERM_BP_DIRECT	GO:0086010~membrane depolarization during action potential	3	0.9584664536741214	0.07693765868087048	ENSG00000006283, ENSG00000196557, ENSG00000102452	277	28	16792	6.4951005673027336	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:2000145~regulation of cell motility	3	0.9584664536741214	0.07693765868087048	ENSG00000146648, ENSG00000105810, ENSG00000157168	277	28	16792	6.4951005673027336	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006950~response to stress	4	1.2779552715654952	0.07891144401336116	ENSG00000175274, ENSG00000146648, ENSG00000116285, ENSG00000164938	277	61	16792	3.97514351660058	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0051169~nuclear transport	2	0.6389776357827476	0.07953364159824582	ENSG00000137309, ENSG00000164985	277	5	16792	24.248375451263538	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0061551~trigeminal ganglion development	2	0.6389776357827476	0.07953364159824582	ENSG00000099250, ENSG00000118257	277	5	16792	24.248375451263538	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0021637~trigeminal nerve structural organization	2	0.6389776357827476	0.07953364159824582	ENSG00000001617, ENSG00000099250	277	5	16792	24.248375451263538	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0019217~regulation of fatty acid metabolic process	2	0.6389776357827476	0.07953364159824582	ENSG00000105974, ENSG00000106617	277	5	16792	24.248375451263538	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0071800~podosome assembly	2	0.6389776357827476	0.07953364159824582	ENSG00000174705, ENSG00000006607	277	5	16792	24.248375451263538	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0019960~C-X3-C chemokine binding	2	0.6389776357827476	0.07968249704522172	ENSG00000150093, ENSG00000259207	279	5	16881	24.20215053763441	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0038132~neuregulin binding	2	0.6389776357827476	0.07968249704522172	ENSG00000132470, ENSG00000259207	279	5	16881	24.20215053763441	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0015349~thyroid hormone transmembrane transporter activity	2	0.6389776357827476	0.07968249704522172	ENSG00000147100, ENSG00000101187	279	5	16881	24.20215053763441	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0015057~thrombin receptor activity	2	0.6389776357827476	0.07968249704522172	ENSG00000181104, ENSG00000164251	279	5	16881	24.20215053763441	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0098639~collagen binding involved in cell-matrix adhesion	2	0.6389776357827476	0.07968249704522172	ENSG00000137809, ENSG00000150093	279	5	16881	24.20215053763441	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0042169~SH2 domain binding	3	0.9584664536741214	0.0820421536753798	ENSG00000174705, ENSG00000169047, ENSG00000076641	279	29	16881	6.259176863181313	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	7	2.2364217252396164	0.08310478794494705	ENSG00000181104, ENSG00000146648, ENSG00000001617, ENSG00000164251, ENSG00000182871, ENSG00000117525, ENSG00000128567	277	184	16792	2.306231360853869	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0031410~cytoplasmic vesicle	8	2.5559105431309903	0.08343047901818615	ENSG00000166025, ENSG00000128564, ENSG00000105974, ENSG00000164938, ENSG00000033867, ENSG00000114019, ENSG00000099250, ENSG00000163235	292	235	18224	2.124628388225007	0.9999999999606007	0.849754878888933	0.8250347369576186
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	18	5.7507987220447285	0.08487721306252832	ENSG00000135636, ENSG00000198363, ENSG00000156453, ENSG00000049323, ENSG00000106868, ENSG00000115756, ENSG00000132031, ENSG00000114698, ENSG00000132561, ENSG00000177706, ENSG00000162909, ENSG00000148180, ENSG00000116983, ENSG00000137841, ENSG00000166147, ENSG00000160014, ENSG00000148204, ENSG00000053108	279	717	16881	1.5189634228640843	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	5	1.5974440894568689	0.08510289885589567	ENSG00000128564, ENSG00000245848, ENSG00000166147, ENSG00000219607, ENSG00000169047	277	101	16792	3.0010365657504376	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0015026~coreceptor activity	3	0.9584664536741214	0.08697964138579463	ENSG00000150093, ENSG00000259207, ENSG00000099250	279	30	16881	6.050537634408603	1.0	1.0	1.0
